id,label,hemisphere,structure,x,y,z
1,lateralorbitofrontal_9_rh,R,cortex,15.513944223107572,14.256308100929601,-21.973439575033197
2,lateralorbitofrontal_11_rh,R,cortex,22.77369668246446,12.906398104265406,-22.313981042654028
3,lateralorbitofrontal_5_rh,R,cortex,30.5,21.972916666666663,-12.783333333333331
4,lateralorbitofrontal_6_rh,R,cortex,30.41860465116278,26.72727272727272,-5.374207188160682
5,lateralorbitofrontal_7_rh,R,cortex,36.176905995558855,26.389341228719474,-18.57142857142857
6,lateralorbitofrontal_10_rh,R,cortex,28.55727554179566,21.611971104231174,-22.784313725490193
7,lateralorbitofrontal_4_rh,R,cortex,20.526639344262293,24.395491803278702,-19.838114754098363
8,lateralorbitofrontal_17_rh,R,cortex,13.148247978436657,24.431266846361183,-22.20754716981132
9,lateralorbitofrontal_8_rh,R,cortex,13.688016528925615,30.545454545454533,-26.32644628099174
10,lateralorbitofrontal_15_rh,R,cortex,12.029055690072639,41.44309927360774,-25.530266343825666
11,lateralorbitofrontal_13_rh,R,cortex,19.836017569546115,34.398243045388,-21.029282576866763
12,lateralorbitofrontal_12_rh,R,cortex,26.64615384615385,33.512820512820525,-12.351282051282048
13,lateralorbitofrontal_1_rh,R,cortex,32.2108768035516,40.32630410654829,-14.613762486126525
14,lateralorbitofrontal_3_rh,R,cortex,23.324129651860744,40.96758703481393,-16.572629051620652
15,lateralorbitofrontal_16_rh,R,cortex,12.11497326203208,49.385026737967905,-24.3716577540107
16,lateralorbitofrontal_14_rh,R,cortex,20.209553158705702,50.11093990755009,-16.60708782742681
17,lateralorbitofrontal_2_rh,R,cortex,11.228915662650607,56.898795180722885,-23.70361445783133
18,parsorbitalis_4_rh,R,cortex,45.310034602076115,30.07612456747404,-14.002768166089965
19,parsorbitalis_1_rh,R,cortex,40.11428571428573,40.72422360248447,-16.18260869565217
20,parsorbitalis_2_rh,R,cortex,45.34245076586433,46.70131291028446,-11.307439824945298
21,parsorbitalis_3_rh,R,cortex,37.160204081632656,52.43571428571428,-13.901020408163262
22,frontalpole_2_rh,R,cortex,6.969411764705882,62.90117647058824,-20.143529411764703
23,frontalpole_1_rh,R,cortex,6.914826498422713,67.36908517350159,-9.495268138801265
24,medialorbitofrontal_1_rh,R,cortex,6.551592356687891,54.968152866242036,-9.075159235668792
25,medialorbitofrontal_9_rh,R,cortex,3.993700787401579,57.68188976377954,-18.3748031496063
26,medialorbitofrontal_7_rh,R,cortex,3.108832807570977,49.24605678233439,-23.812302839116718
27,medialorbitofrontal_3_rh,R,cortex,7.779896013864814,44.00866551126518,-13.66724436741768
28,medialorbitofrontal_10_rh,R,cortex,7.8797468354430436,45.302531645569616,-5.150632911392407
29,medialorbitofrontal_8_rh,R,cortex,5.162616822429911,32.75140186915888,-16.915887850467293
30,medialorbitofrontal_5_rh,R,cortex,3.0619307832422606,38.5063752276867,-26.639344262295083
31,medialorbitofrontal_4_rh,R,cortex,6.473251028806587,33.909465020576135,-24.991769547325106
32,medialorbitofrontal_2_rh,R,cortex,3.7773851590106062,24.590106007067135,-25.040636042402824
33,medialorbitofrontal_6_rh,R,cortex,3.752781211372067,20.433868974042014,-15.595797280593324
34,medialorbitofrontal_11_rh,R,cortex,6.561510353227774,14.342265529841654,-18.82095006090134
